Date,Soybeans_cents_bu,Sugar_cents_lb,Wheat_cents_bu,Corn_cents_bu,Soybeans_PnL,Sugar_PnL,Spread_Value,Spread_PnL,Total_PnL
2026-01-12,1050.5,14.84,512.25,421.75,57500.0,18000.000000000255,90.5,112500.0,188000.00000000026
